번호,상태,기업정보,채용기간,업데이트일,채용공고명,분야,직무,경력조건,자격요건
3122,마감,엠마우스,~ 2023-04-30,2023-03-28,[페이워치] 세일즈 매니저-채용시 마감,개인자산관리,기획/마케팅,경력,핀테크에 대한 이해와 관심도가 높은 분
3121,마감,주식회사 스타,2023-03-26 ~ 2024-03-31,2023-03-26,UI/UX 디자이너 채용,블록체인,퍼블리싱/디자인(UI/UX),경력무관,"Figma, Sketch, Zeplin, Photoshop, Illustrator, 협업툴(Notion)/디자인툴 사용 가능자"
3120,마감,주식회사 에스씨엠솔루션,2023-03-22 ~ 2023-04-28,2023-03-21,UI/UX 디자이너 채용,P2P 대출/온라인대출,"퍼블리싱/디자인(UI/UX),기획/마케팅",경력무관,"능력과 성장 가능성, 새로운 지식에 대한 호기심을 보여주실 수 있으신 분"
3119,마감,엔에이치엔페이코,~ 2023-04-07,2023-03-21,[NHN PAYCO] 프로모션 마케팅,간편결제/간편송금,기획/마케팅,경력,데이터 기반으로 인사이트를 도출하여 프로모션 기획/결과 분석이 가능하신 분
3118,마감,엔에이치엔페이코,~ 2023-04-07,2023-03-21,[NHN PAYCO] 마케팅 사업전략 PM,간편결제/간편송금,기획/마케팅,경력,데이터 기반으로 인사이트를 도출하여 프로모션 기획/결과 분석이 가능하신 분
3117,마감,엔에이치엔페이코,~ 2023-04-30,2023-03-21,[NHN PAYCO] JAVA 서버 개발,간편결제/간편송금,네트워크/서버/보안,경력,Spring Framework을 이용하여 웹/API 서버 개발
3116,마감,엑심베이,~ 2023-04-18,2023-03-21,온라인 영업 BD 신입 채용,간편결제/간편송금,기타,신입,세일즈에 맞는 원활한 소통능력 및 적성을 보유하신 분
3115,마감,엑심베이,~ 2023-04-04,2023-03-21,디지털마케터 경력 채용,간편결제/간편송금,네트워크/서버/보안,경력,"테스트를 통한 광고 및 캠페인 에 대한 전략 세팅, 세부 기획에서 운영 및 성과 관리까지 책임을 지고 진행했던 경험이 있는 분"
3114,마감,엑심베이,~ 2023-04-15,2023-03-21,서비스 기획 경력 채용,간편결제/간편송금,기획/마케팅,경력,문제해결능력 및 명확한 커뮤니케이션 역량이 뛰어나신 분
3113,마감,엑심베이,~ 2023-04-11,2023-03-21,PG운영 담당 신입 채용,간편결제/간편송금,기타,신입,부 고객과 카드사/간편결제사 간 협업에 책임감을 가지고 임하실 수 있으신 분
3112,마감,엑심베이,~ 2023-03-31,2023-03-21,네트워크 운영 담당자 채용,간편결제/간편송금,네트워크/서버/보안,경력,"Fortinet Firewall, Cisco Switch, Router, Radware L4 운영 경험자"
3111,마감,엑심베이,~ 2023-04-11,2023-03-21,PG운영 담당 경력 채용,간편결제/간편송금,기타,경력,ㆍ가맹점 개설 ㆍ서브몰 등록 ㆍ한도 관리 ㆍ제휴사 정보 등록 등
3110,마감,엑심베이,~ 2023-04-30,2023-03-21,Web Developer,간편결제/간편송금,백엔드 개발,"신입,경력",웹 백엔드 개발 분야 신입 또는 1년 이상의 경험을 보유하신 분
3109,마감,엑심베이,~ 2023-04-30,2023-03-21,통합 정산 시스템 개발자 신입/경력,간편결제/간편송금,네트워크/서버/보안,"신입,경력",ERP 개발 경험 또는 관심이 있으신 분
3108,마감,엑심베이,~ 2023-04-30,2023-03-21,백엔드 개발자 신입/경력 채용- 상시채용,간편결제/간편송금,백엔드 개발,"신입,경력",배치 또는 통신 프로그램 개발 경험 보유하신 분
3107,마감,주식회사 모자이크,2023-03-20 ~ 2023-06-30,2023-03-18,"모바일 앱 개발자(android, iOS)","개인자산관리,보안/인증,금융 소프트웨어","프론트엔드 개발,모바일앱 개발,네트워크/서버/보안",> 모바일 앱 서비스 개발 경력,
3106,마감,주식회사 모자이크,2023-03-20 ~ 2023-06-30,2023-03-18,백엔드 개발자,"개인자산관리,금융 소프트웨어","백엔드 개발,모바일앱 개발,네트워크/서버/보안",경력,백엔드 개발 경력
3105,마감,주식회사 모자이크,2023-03-20 ~ 2023-06-30,2023-03-18,UI/UX 디자이너,"개인자산관리,금융 소프트웨어,기타","퍼블리싱/디자인(UI/UX),기획/마케팅",경력무관,모바일서비스 디자인 경력 또는 이에 준하는 역량을 보유
3104,마감,해빗팩토리,2023-03-15 ~ 2023-04-15,2023-03-15,AWS 운영자,인슈어테크,네트워크/서버/보안,경력,원활한 커뮤니케이션과 동료에 대한 배려를 갖추신 분
3103,마감,주식회사 에잇퍼센트,~ 2023-04-01,2023-03-14,Corporate development Manager 채용,P2P 대출/온라인대출,기획/마케팅,경력,"4 년 이상 경영기획, 전략기획, 사업개발 등의 업무 기획"
3102,마감,주식회사 에잇퍼센트,~ 2023-04-11,2023-03-14,Privacy&Security(정보보호) 팀장,P2P 대출/온라인대출,기타,경력,개인정보보호 8 년 이상 경력을 가지신 분 (10 년 이상 선호)
3101,마감,주식회사 에잇퍼센트,~ 2023-04-01,2023-03-14,채권관리 담당자 채용 공고,P2P 대출/온라인대출,기타,경력,단기 연체 채권 관리 경험이 있으신 분
3100,마감,(주)에이젠글로벌,~ 2023-04-30,2023-03-14,[에이젠글로벌] 정부지원사업/국내사업기획,개인자산관리,기획/마케팅,경력,"기획서,제안서,사업계획서 등 보고서 작성 역량이 있는 자"
3099,마감,(주)에이젠글로벌,~ 2023-06-04,2023-03-14,[에이젠글로벌] Python Backend Engineer 직군 모집,개인자산관리,백엔드 개발,경력,3년 이상의 Python 기반의 웹 어플리케이션 백엔드 개발 경력 혹은 그에 준하는 경력 보유자
3098,마감,(주)에이젠글로벌,~ 2023-05-01,2023-03-14,[에이젠 글로벌] DevOps 엔지니어,개인자산관리,네트워크/서버/보안,경력,"AWS, GCP, Kubernetes 환경을 기반으로 한 DevOps 업무"
3097,마감,(주)에이젠글로벌,~ 2023-04-30,2023-03-14,[에이젠글로벌] 백엔드(java) 개발자,개인자산관리,백엔드 개발,경력,"java 개발 경력 3년 이상 혹은 그에 준함 • java, spring, spring-boot 사용 경험자"
3096,마감,(주)에이젠글로벌,~ 2023-04-30,2023-03-14,[에이젠글로벌] React Frontend 개발자,개인자산관리,프론트엔드 개발,경력,React.js 개발 경력 이상 혹은 그에 준함
3095,마감,로움아이티(주),2023-03-13 ~ 2023-03-31,2023-03-13,[ 핀테크 스타트업 ] 채널사업팀 마케팅 담당자 신규 경력 채용,"빅데이터 분석,금융 소프트웨어,기타",기획/마케팅,경력,경력 최소 2년이상
3094,마감,언더핀,~ 2023-04-01,2023-03-07,[신입/경력] 프론트엔드 개발자 채용,기타,프론트엔드 개발,신입,WEB Front-end 기반 기본적인 지식을 보유하신 분
3093,마감,언더핀,~ 2023-04-01,2023-03-07,[신입/경력] 백엔드 개발자 신규 채용,기타,백엔드 개발,"신입,경력","Java, Kotlin 중 하나의 언어를 능숙하게 사용 가능하신 분"
3092,마감,어니스트에이아이,~ 2023-05-01,2023-03-07,[어니스트펀드] 개인/소상공인 대출 심사 및 운영,P2P 대출/온라인대출,기타,경력,개인 대출 또는 소상공인대출에 대한 이해도가 있으신 분
3091,마감,(주)아이퀘스트,~ 2023-03-23,2023-03-07,[상장IT기업] 마케팅팀장 인재영입,금융 소프트웨어,기획/마케팅,경력,SEO 및 인바운드마케팅에 대한 이해가 있으신 분
3090,마감,(주)아이퀘스트,~ 2023-03-31,2023-03-07,"[상장기업] C#, java 프로그래머 신입개발자 모집",금융 소프트웨어,백엔드 개발,신입,"C#, java 개발가능자"
3089,마감,(주)아이퀘스트,~ 2023-03-31,2023-03-07,"[상장기업] JAVA 웹개발, 안드로이드앱(JAVA) 개발자 모집",금융 소프트웨어,"백엔드 개발,모바일앱 개발",경력무관,각 부문별 상이
3088,마감,씽크풀,~ 2023-03-31,2023-03-07,백엔드/서버개발&Java&앱개발 외 정규직 채용 공고 - 경력-채용시 마,AI(RPA),백엔드 개발,경력,각 부문별 상이
3087,마감,씽크풀,~ 2023-03-31,2023-03-07,백엔드/서버개발/Java 응용프로그램 개발 (경력)- 채용시 마감,AI(RPA),"백엔드 개발,네트워크/서버/보안",경력,"Java + spring 필수 ㆍDBMS (Oracle, MySql 등)"
3086,마감,시스메틱,~ 2023-04-03,2023-03-07,백엔드 엔지니어 모집(Python/Javascript),AI(RPA),백엔드 개발,경력,경력 : 경력 2년 이상
3085,마감,스몰티켓,~ 2023-03-31,2023-03-07,디지털 마케팅&서비스 인턴직 채용- 채용시 마감,인슈어테크,기획/마케팅,신입,"워드, 파워포인트, 엑셀의 기본 문서 작업에 어려움이 없으신 분"
3084,마감,스몰티켓,~ 2023-03-31,2023-03-07,B2B2C 계약관리 및 운영 (계약직) 채용 - 채용시 마,인슈어테크,기타,"신입,경력","MSOFFICE 자격증 1개 이상 보유 필수/관련 경력 6개월 이상 ( 보험 서무, 설계사 영업 등)"
3083,마감,스마트캐스트,~ 2023-03-17,2023-03-07,"(정규직, 계약직) 온라인 마케팅 전문가 모집 공고",기타,기획/마케팅,"신입,경력",학력 : 대졸 이상 (4년)
3082,마감,스마트캐스트,~ 2023-04-29,2023-03-07,"[정규직] 셀프 주문 시스템(KIOSK,KDS,DID) 설치 및 A/S",기타,기타,경력무관,경력 : 무관 (신입도 지원 가능)
3081,마감,스마트캐스트,~ 2023-03-31,2023-03-07,[정규직] C++ 개발 연구원 모집 공고-상시 채용,기타,백엔드 개발,경력,"통신 프로그램 개발 경험 (TCP/IP, Serial, MQ)"
3080,마감,소테리아,~ 2023-03-11,2023-03-07,Mining SoC 응용기술 엔지니어 (ASIC/SOC/응용기술) 경력직,보안/인증,빅데이터/AI,경력,경력 3년 이상
3079,마감,소테리아,~ 2023-03-10,2023-03-07,Mining SoC DV 엔지니어 (ASIC/SOC/DV) 경력직,보안/인증,빅데이터/AI,경력,경력 : 경력 7년 이상
3078,마감,센트비,~ 2023-03-31,2023-03-07,글로벌 금융 서비스 모니터링 담당자 (Global Svc Ops)-상시 채,보안/인증,기타,"신입,경력",개발에 대한 이해도가 있으신 분 - 영문에 대한 기본적인 지식이 있으신 분 - 교대 근무가 가능하신 분
3077,마감,(주)센스톤,~ 2023-03-13,2023-02-28,[프리랜서]공공 ISP 프로젝트 수행인력,보안/인증,기획/마케팅,경력,ISP 산출물 작성 가능한 자
3076,마감,(주)센스톤,~ 2023-03-31,2023-02-28,기술지원 엔지니어-상시 채,보안/인증,네트워크/서버/보안,경력,"OS(Linux, Windows), Middlware(tomcat), DBMS(MySQL, MS_SQL)에 대한 기본지식 소유자"
3075,마감,센디,~ 2023-03-31,2023-02-28,센디와 함께 할 어카운트매니저를 모집합니다. - 상시 채용,간편결제/간편송금,기타,"신입,경력",B2B SaaS 에 대한 이해도 보
3074,마감,사고링크,~ 2023-04-28,2023-02-28,"서비스 운영, 기획 및 디자인 인재 채용",인슈어테크,기획/마케팅,"신입,경력",정직하며 신뢰할 수 있는 사람
3073,마감,빗썸코리아,~ 2023-03-31,2023-02-28,[빗썸] 백엔드(경력 7년이상) 채용,가상자산 교환·중개,백엔드 개발,경력,최소 하나 이상의 프로그래밍 언어를 사용하여 실제 고객에게 서비스 되는 프로젝트에 참여한 경험이 있으신 분
3072,마감,빗썸코리아,~ 2023-03-31,2023-02-28,[빗썸] 백엔드(경력 3년이상) 채용,가상자산 교환·중개,백엔드 개발,경력,최소 하나 이상의 프로그래밍 언어를 사용하여 실제 고객에게 서비스 되는 프로젝트에 참여한 경험이 있으신 분
3071,마감,비지에프네트웍스,~ 2023-03-05,2023-02-28,BGF네트웍스 IT 개발자 / 시스템 운영 관리자 상시 채용,간편결제/간편송금,네트워크/서버/보안,"신입,경력","전문학사 이상, 신입, 경"
3070,마감,비씨랩스,~ 2023-03-31,2023-02-28,퀀트 개발자 (디지털자산운용)-상시채용,블록체인,빅데이터/AI,경력,"FICC, 주식, 가상자산 시장에서의 트레이딩 및 자동주문 봇 개발 경험"
3069,마감,보임테크놀러지,~ 2023-03-29,2023-02-28,영업직 채용(신입 또는 경력),보안/인증,기타,"신입,경력",학력 : 대졸(4년)이상 • 경력사항 : 신입 또는 경력
3068,마감,주식회사 모핀,~ 2023-03-26,2023-02-28,사업 및 마케팅 기획 담당 경력자 채용,AI(RPA),기획/마케팅,경력,"파워포인트, 엑셀 등 문서작성 능력 우수"
3067,마감,주식회사 모핀,~ 2023-03-31,2023-02-28,경영지원 경력무관 채용(정규직)-채용시 마감,AI(RPA),기타,신입,무관 (신입도 지원 가능
3066,마감,매드업,~ 2023-03-01,2023-02-28,[테크사업부] 주니어 백엔드 개발자 (병역특례 가능),AI(RPA),백엔드 개발,경력,"Python, Java, C, C++ 등 하나 이상의 개발 언어로 백엔드 가능하신 분"
3065,마감,매드업,~ 2023-03-01,2023-02-28,[테크사업부] 주니어 프론트엔드 개발자 (전문연구요원 가능),AI(RPA),프론트엔드 개발,경력,ES6+ 등 모던 JavaScript/TypeScript사용에 능숙한 분
3064,마감,주식회사 마인즈랩,~ 2023-04-07,2023-02-28,(주)마인즈랩 영상 디자이너 채용,AI(RPA),퍼블리싱/디자인(UI/UX),"신입,경력","모션 디자인 툴 사용 가능자 (에프터이펙트, 프리미엄, 포토샵 등)"
3063,마감,주식회사 마인즈랩,~ 2023-04-08,2023-02-28,(주)마인즈랩 Front-end 개발자 채용,AI(RPA),프론트엔드 개발,경력,React 개념을 사용하여 반응성이 뛰어난 사용자 인터페이스 구성 요소를 개발하고 구현
3062,마감,주식회사 마인즈랩,~ 2023-03-27,2023-02-28,(주)마인즈랩 서버 개발 담당자 채용,AI(RPA),네트워크/서버/보안,경력,Linux 환경(CentOS/Ubuntu) 서버 개발 ㆍC/C++ Programing ㆍNetwork Programing
3061,마감,마이뱅크주식회사,~ 2023-02-28,2023-02-21,일본 핀테크사업 담당,개인자산관리,기획/마케팅,"신입,경력",일본인 또는 원어민 수준의 일본어를 구사하시는
3060,마감,마이뱅크주식회사,~ 2023-02-28,2023-02-21,프론트엔드 개발자 채용,개인자산관리,프론트엔드 개발,경력,"HTML5m CSS&CSS Preprocessor, JavaScript(jQuery, ESG+) 에 대한 이해가 있으신 분"
3059,마감,루트에너지,~ 2023-03-17,2023-02-21,[루트에너지] 공공사업 Manager 채용,P2P 대출/온라인대출,기획/마케팅,경력,"에너지 기업, 스타트업, 컨설팅 업체, 정부사업 경험"
3058,마감,루트에너지,~ 2023-03-17,2023-02-21,[루트에너지] 공공사업 PM 채용,P2P 대출/온라인대출,기획/마케팅,경력,"에너지, 환경 등 유관 경력 6년 이상 보유"
3057,마감,렌딧,~ 2023-03-07,2023-02-21,Senior Back-end Engineer,P2P 대출/온라인대출,백엔드 개발,경력,"Kotlin, Java 기반 웹 어플리케이션 프레임워크(SpringBoot, Springframework 등) 를 이용한 개발/운영 경험이 있으신 분"
3056,마감,렌딧,~ 2023-03-07,2023-02-21,프로덕트 매니저(PM),P2P 대출/온라인대출,기획/마케팅,경력,PM 역할 수행을 위해 UX에 대한 이해와 고객 중심의 유저플로우 및 화면 설계 가능한 분
3055,마감,렌딧,~ 2023-03-31,2023-02-21,DevOps Engineer,P2P 대출/온라인대출,네트워크/서버/보안,경력,"AWS의 서비스에 대한 기본 지식은 있으셔야 해요 (예. VPC,EC2,RDS,Cloudfront,...)"
3054,마감,두나무,~ 2023-03-31,2023-02-20,[두나무] KYC 검수 담당자-채용시마감,가상자산 교환·중개,네트워크/서버/보안,경력,금융권 혹은 금융 관련 경력 1년 이상 보유하신 분
3053,마감,두나무,~ 2023-03-31,2023-02-20,[두나무] 데이터 플랫폼 엔지니어 (Data Platform Engineer)- 채용시 마,가상자산 교환·중개,빅데이터/AI,경력,"3년 이상 java 또는 python, kotlin 언어로 서버 애플리케이션 개발 경험이 있으신 분"
3052,마감,두나무,~ 2023-03-31,2023-02-20,[두나무] Backend Engineer 메타버스 서비스 개발-채용시 마감,가상자산 교환·중개,백엔드 개발,경력,"API, Socket Server 를 포함한 Backend 개발을 경험해 보신 분"
3051,마감,두나무,~ 2023-03-31,2023-02-20,[두나무] Endpoint 보안 솔루션 운영 담당자- 채용시 마,가상자산 교환·중개,네트워크/서버/보안,경력,맥 (Mac) 환경 보안솔루션 운영 경험이 있으신 분
3050,마감,데이터유니버스,~ 2023-03-31,2023-02-20,[신입/경력] 콘텐츠 및 서비스 운영 채용-채용시 마감,개인자산관리,기획/마케팅,"신입,경력",IT 서비스에 대한 이해 및 경험치 보유
3049,마감,데이터유니버스,~ 2023-03-31,2023-02-20,[신입/경력] 서비스 제휴 영업 및 마케팅 채용 -면접비 지원-채용시 마감,개인자산관리,기획/마케팅,"신입,경력",IT 분야 웹/모바일 트렌드 및 기술에 대한 관심 및 이
3048,마감,데이터유니버스,~ 2023-03-31,2023-02-20,[경력] 서비스기획 담당자 채용 - 면접비 지급 - 채용시 마감,개인자산관리,기획/마케팅,경력,"책임감을 가지고 주도적으로 운영, 개선해 나갈 수 있는"
3047,마감,데이터유니버스,~ 2023-03-19,2023-02-20,[경력] 전략기획 담당자 채용,개인자산관리,기획/마케팅,경력,IT 업계 경험 보유/ M&A 신규 사업 계획 실행 등 제반 업무 경험 보
3046,마감,데이터유니버스,~ 2023-03-15,2023-02-20,웹/모바일 서비스 기획 팀장급 채용,개인자산관리,"백엔드 개발,모바일앱 개발",경력,"담당 업무에 대한 책임감을 가지고 주도적으로 운영, 개선해 나갈 수 있는 분"
3045,마감,데이터유니버스,~ 2023-03-31,2023-02-20,[신입/경력] 앱 개발자 채용 - 면접비 지원 - 채용시 마감,개인자산관리,모바일앱 개발,"신입,경력",Kotlin/Swift 등의 언어에 개발 경험이 있거나 관심이 있는 분
3044,마감,데이터유니버스,~ 2023-03-31,2023-02-20,[신입] QA 엔지니어 채용 - 상시 채,개인자산관리,기타,신입,발전하는 기술 트렌드에 대해 끊임 없이 관심을 가지고 학습하느 ㄴ마인드를 가지신
